Date,Open,High,Low,Close,Volume
06/04/2026,119.9,119.94,117.29,117.74,"22,870,430"
06/03/2026,113.1,117.29,112.96,116.89,"32,880,559"
06/02/2026,113.87,114.57,112.73,113.06,"27,366,400"
06/01/2026,114.73,115.98,113.56,114.6,"26,176,230"
05/29/2026,118.11,119.08,114.71,115.75,"42,191,000"
05/28/2026,118.96,119.17,117.33,118.9,"21,613,090"
05/27/2026,118.33,119.43,118.04,118.54,"22,062,230"
05/26/2026,120.69,121.05,117.92,118.57,"28,796,650"
05/22/2026,121.34,121.95,118.91,120.27,"30,330,580"
05/21/2026,124.41,125.8,120.39,121.34,"53,006,566"
05/20/2026,132.91,133.65,130.33,130.85,"28,471,631"
05/19/2026,132.94,135.16,132.06,134.2,"16,957,141"
05/18/2026,131.52,133.47,131.13,133.34,"17,183,221"
05/15/2026,133.69,133.95,130.79,131.45,"25,322,971"
05/14/2026,131.36,132.78,130.86,132.46,"14,200,410"
05/13/2026,129.19,132.53,128.77,131.47,"13,786,550"
05/12/2026,128.08,131.12,127.72,130.35,"17,935,359"
05/11/2026,130.18,130.6,126.38,127.59,"18,699,180"
05/08/2026,130.32,131.41,130.25,130.43,"15,183,660"
05/07/2026,129.9,130.6,128.67,130.2,"14,935,410"
05/06/2026,130.86,131.15,129.53,130.08,"16,371,550"
05/05/2026,130.51,131.73,130.3,130.79,"10,637,310"
05/04/2026,130.41,131.75,129.68,130.33,"10,340,670"
05/01/2026,131.92,133.37,130.98,131.6,"10,480,870"
04/30/2026,128.02,132.43,127.95,131.93,"19,867,699"
04/29/2026,126.68,128.08,125.91,128.01,"16,538,801"
04/28/2026,129.34,129.77,126.78,127.59,"16,341,770"
04/27/2026,129.62,129.81,127.4,127.59,"17,029,471"
04/24/2026,131.94,132.12,129.28,129.92,"16,016,320"
04/23/2026,130.57,132.46,130.49,132.03,"16,376,000"
04/22/2026,130.0,130.45,128.84,129.98,"17,624,490"
04/21/2026,127.83,129.77,127.48,129.6,"17,312,391"
04/20/2026,127.87,129.47,127.32,127.92,"18,933,590"
04/17/2026,124.57,127.57,123.37,127.5,"24,763,650"
04/16/2026,124.33,125.94,123.97,124.82,"18,324,539"
04/15/2026,124.63,125.07,123.18,124.76,"17,001,400"
04/14/2026,123.15,125.2,122.55,125.05,"15,320,780"
04/13/2026,126.29,126.3,123.95,124.57,"14,510,630"
04/10/2026,128.72,128.93,126.22,126.77,"13,893,960"
04/09/2026,127.09,129.69,126.82,129.13,"13,853,070"
04/08/2026,122.28,127.3,121.33,127.26,"20,194,260"
04/07/2026,126.19,126.36,121.79,122.49,"16,076,010"
04/06/2026,125.81,126.98,125.37,126.79,"10,850,380"
04/02/2026,125.15,125.9,124.15,125.79,"11,898,350"
04/01/2026,123.8,125.23,123.13,124.74,"17,039,650"
03/31/2026,123.43,125.0,122.84,124.28,"21,330,350"
03/30/2026,123.71,125.26,123.14,123.5,"20,428,910"
03/27/2026,122.03,124.27,121.82,122.89,"16,543,340"
03/26/2026,123.61,123.8,121.79,122.18,"16,442,510"
03/25/2026,122.81,123.49,121.78,123.06,"16,597,270"
03/24/2026,120.63,124.11,120.49,122.05,"17,269,590"
03/23/2026,120.48,121.13,119.05,120.72,"22,181,471"
03/20/2026,120.63,121.3,118.02,119.02,"57,545,641"
03/19/2026,122.4,122.75,119.27,121.09,"17,927,689"
03/18/2026,124.33,124.61,121.83,121.98,"19,734,859"
03/17/2026,126.65,127.19,124.86,125.08,"19,895,029"
03/16/2026,126.76,126.98,124.83,125.99,"20,463,180"
03/13/2026,125.39,126.69,124.97,126.52,"15,194,090"
03/12/2026,122.3,125.39,122.28,125.33,"21,751,580"
03/11/2026,125.31,125.49,123.05,123.49,"18,176,461"
03/10/2026,124.21,126.1,123.35,125.12,"18,793,641"
03/09/2026,123.69,124.51,122.5,124.34,"19,375,939"
03/06/2026,122.5,124.19,121.62,123.8,"21,553,051"
03/05/2026,125.38,125.68,121.65,123.31,"28,604,881"
03/04/2026,127.11,128.17,126.24,127.81,"16,434,131"
03/03/2026,126.52,128.37,125.67,127.91,"16,480,391"
03/02/2026,127.46,128.75,127.05,127.1,"17,091,520"
02/27/2026,125.52,128.6,125.15,127.95,"29,205,471"
02/26/2026,125.98,127.33,123.94,124.42,"18,638,350"
02/25/2026,126.61,127.4,125.42,125.75,"17,345,740"
02/24/2026,125.9,128.04,124.91,126.75,"20,161,160"
02/23/2026,123.52,126.8,122.96,125.81,"25,662,811"
02/20/2026,123.0,123.48,121.05,122.99,"35,150,953"
02/19/2026,128.5,130.1,124.4,124.87,"42,993,262"
02/18/2026,128.13,128.87,125.77,126.62,"36,485,000"
02/17/2026,133.11,134.69,128.16,128.85,"37,995,930"
02/13/2026,132.7,134.65,131.75,133.89,"24,131,180"
02/12/2026,129.38,134.49,129.31,133.64,"33,382,691"
02/11/2026,126.7,129.74,126.63,128.77,"19,232,141"
02/10/2026,128.94,129.34,126.39,126.7,"24,661,949"
02/09/2026,131.42,131.79,128.09,129.02,"27,197,289"
02/06/2026,127.29,131.7,127.05,131.18,"26,593,430"
02/05/2026,128.58,129.6,126.56,126.94,"30,517,789"
02/04/2026,128.13,129.41,127.09,128.0,"27,531,789"
02/03/2026,123.65,128.17,123.65,127.71,"32,018,680"
02/02/2026,119.5,124.2,119.05,124.06,"31,210,061"
01/30/2026,116.91,119.41,116.6,119.14,"22,215,391"
01/29/2026,116.45,117.66,116.07,117.41,"16,381,110"
01/28/2026,116.64,117.46,115.87,116.57,"16,342,000"
01/27/2026,117.5,117.63,115.48,116.94,"22,968,631"
01/26/2026,117.81,118.85,117.39,117.64,"19,552,230"
01/23/2026,118.17,118.61,117.14,117.73,"20,806,910"
01/22/2026,119.29,119.52,117.65,117.83,"24,547,330"
01/21/2026,118.08,120.49,117.55,119.36,"34,811,699"
01/20/2026,120.89,121.62,117.61,118.71,"45,333,980"
01/16/2026,118.67,120.6,116.9,119.7,"415,144,594"
01/15/2026,119.98,120.87,118.73,119.2,"34,559,434"
01/14/2026,120.19,121.24,119.03,120.04,"32,764,039"
01/13/2026,117.89,120.51,117.73,120.36,"31,222,061"
01/12/2026,117.5,118.84,116.41,117.97,"49,182,078"
01/09/2026,112.26,115.46,112.26,114.53,"21,902,859"
01/08/2026,111.29,113.47,109.81,113.07,"24,058,260"
01/07/2026,114.19,114.73,112.1,112.72,"23,306,000"
01/06/2026,112.4,114.79,111.99,114.34,"20,120,820"
01/05/2026,112.82,113.73,112.15,112.71,"19,557,619"
01/02/2026,111.43,112.79,111.12,112.76,"14,306,560"
12/31/2025,111.73,112.25,111.32,111.41,"11,487,430"
12/30/2025,111.89,112.69,111.84,111.92,"11,730,590"
12/29/2025,111.59,112.78,111.57,112.53,"12,979,570"
12/26/2025,111.72,111.97,111.36,111.74,"9,003,791"
12/24/2025,110.9,111.71,110.55,111.61,"9,009,629"
12/23/2025,111.99,112.35,110.7,110.9,"20,319,920"
12/22/2025,114.01,114.32,112.22,112.6,"21,473,910"
12/19/2025,115.14,115.28,113.53,114.36,"50,043,762"
12/18/2025,115.01,116.48,114.61,114.83,"21,476,680"
12/17/2025,115.2,116.39,115.07,115.66,"16,177,750"
12/16/2025,116.58,116.88,114.95,115.42,"19,642,350"
12/15/2025,116.93,117.45,115.64,116.79,"18,713,740"
12/12/2025,115.26,116.95,115.02,116.7,"19,092,410"
12/11/2025,113.14,115.87,112.85,115.52,"21,586,641"
12/10/2025,115.35,116.23,112.99,113.18,"22,859,580"
12/09/2025,113.95,115.72,113.02,115.06,"24,326,689"
12/08/2025,114.57,114.99,112.3,113.56,"22,700,750"
12/05/2025,114.73,116.27,114.68,115.11,"23,956,430"
12/04/2025,113.62,114.89,113.16,114.84,"25,905,150"
12/03/2025,112.5,114.89,112.22,114.41,"24,478,279"
12/02/2025,111.47,112.65,110.79,112.41,"18,711,770"
12/01/2025,110.51,111.76,110.36,111.53,"17,141,400"
11/28/2025,109.3,110.7,109.0,110.51,"9,844,960"
11/26/2025,107.2,109.59,107.17,109.1,"17,783,279"
11/25/2025,104.61,107.42,104.23,107.0,"20,212,881"
11/24/2025,105.36,106.27,103.76,104.06,"42,519,160"
11/21/2025,107.98,108.15,104.72,105.32,"41,420,781"
11/20/2025,103.94,107.91,102.68,107.11,"50,375,922"
11/19/2025,101.58,101.71,99.68,100.61,"22,157,029"
11/18/2025,102.98,103.34,101.38,101.39,"17,604,461"
11/17/2025,102.58,103.32,102.1,102.95,"15,289,370"
11/14/2025,100.2,102.49,98.88,102.48,"23,424,211"
11/13/2025,103.59,103.93,102.02,102.54,"18,088,510"
11/12/2025,103.35,103.6,102.66,103.44,"12,084,410"
11/11/2025,102.5,103.74,102.32,103.44,"13,182,140"
11/10/2025,102.15,102.67,101.6,102.42,"14,507,600"
11/07/2025,102.13,102.97,101.73,102.59,"17,248,721"
11/06/2025,101.34,101.93,100.03,101.68,"14,866,030"
11/05/2025,101.74,102.68,100.85,101.47,"13,356,820"
11/04/2025,102.13,102.62,101.46,102.27,"12,636,350"
11/03/2025,100.82,101.8,100.4,101.59,"14,811,690"
10/31/2025,101.7,102.1,100.18,101.18,"20,237,020"
10/30/2025,102.2,103.37,101.96,102.23,"14,065,080"
10/29/2025,102.91,103.67,102.11,102.46,"11,986,410"
10/28/2025,104.06,104.14,103.05,103.17,"13,322,990"
10/27/2025,106.34,106.36,104.15,104.47,"16,375,860"
10/24/2025,107.07,107.17,105.51,106.17,"10,317,960"
10/23/2025,107.35,107.57,105.78,106.86,"11,408,240"
10/22/2025,106.55,107.77,105.66,107.14,"12,296,490"
10/21/2025,107.33,107.48,106.18,106.22,"10,899,730"
10/20/2025,107.85,108.25,106.61,107.05,"10,581,220"
10/17/2025,107.17,108.2,106.22,107.73,"13,735,590"
10/16/2025,109.2,109.58,105.66,106.47,"16,366,170"
10/15/2025,107.32,109.56,107.3,109.03,"21,416,289"
10/14/2025,104.05,107.92,102.89,107.21,"30,859,500"
10/13/2025,101.37,102.45,101.07,102.12,"10,871,180"
10/10/2025,102.05,103.63,101.52,101.84,"18,519,439"
10/09/2025,103.13,103.45,100.37,101.77,"19,508,020"
10/08/2025,103.02,103.26,102.15,102.9,"13,584,080"
10/07/2025,102.38,103.25,100.95,103.24,"15,538,860"
10/06/2025,101.88,103.07,101.58,102.7,"13,303,560"
10/03/2025,101.46,102.82,101.2,102.07,"11,867,480"
10/02/2025,101.45,102.14,99.87,101.7,"15,605,360"
10/01/2025,102.56,102.86,100.55,101.96,"16,142,770"
09/30/2025,103.0,103.94,102.72,103.06,"13,873,390"
09/29/2025,103.05,103.31,102.08,103.08,"15,477,160"
09/26/2025,102.88,103.49,102.47,103.16,"11,859,270"
09/25/2025,103.22,103.51,102.58,103.05,"13,366,750"
09/24/2025,103.04,103.47,102.48,102.73,"11,391,830"
09/23/2025,102.41,102.68,101.33,102.52,"13,158,660"
09/22/2025,102.45,103.2,101.92,102.82,"12,861,950"
09/19/2025,103.81,103.94,102.09,102.33,"34,791,566"
09/18/2025,103.78,104.64,102.12,103.6,"14,869,390"
09/17/2025,103.73,106.11,103.73,104.27,"25,382,020"
09/16/2025,103.85,104.21,103.13,103.42,"14,481,860"
09/15/2025,103.65,103.98,103.41,103.69,"10,756,880"
09/12/2025,102.54,103.98,102.36,103.49,"11,641,930"
09/11/2025,100.99,102.78,100.28,102.65,"15,900,790"
09/10/2025,101.95,102.45,100.39,100.41,"17,934,869"
09/09/2025,102.0,102.49,101.55,102.29,"11,819,660"
09/08/2025,100.85,102.36,100.42,102.28,"13,685,740"
09/05/2025,101.08,101.48,99.55,100.51,"13,748,450"
09/04/2025,99.91,101.35,99.65,100.93,"15,640,900"
09/03/2025,97.85,99.44,97.5,99.44,"18,995,910"
