Date,Open,High,Low,Close,Volume
2024-10-25,581.51,584.46,578.08,579.04,"47,268,180"
2024-10-28,582.58,582.71,580.52,580.83,"30,174,699"
2024-10-29,579.85,582.91,578.43,581.77,"42,899,660"
2024-10-30,581.29,583.32,579.29,580.01,"41,435,840"
2024-10-31,575.56,575.63,568.44,568.64,"60,182,449"
2024-11-01,571.32,575.55,570.62,571.04,"45,667,527"
2024-11-04,571.18,572.5,567.89,569.81,"38,216,980"
2024-11-05,570.74,576.74,570.52,576.7,"39,478,320"
2024-11-06,589.2,591.93,585.39,591.04,"68,181,969"
2024-11-07,593.08,596.65,593.0,595.61,"47,233,207"
2024-11-08,596.17,599.64,596.17,598.19,"46,444,887"
2024-11-11,599.81,600.17,597.0,598.76,"37,586,770"
2024-11-12,598.68,599.29,594.37,596.9,"43,006,129"
2024-11-13,597.37,599.23,594.96,597.19,"47,388,641"
2024-11-14,597.32,597.81,592.65,593.35,"38,904,113"
2024-11-15,589.72,590.2,583.86,585.75,"75,988,766"
2024-11-18,586.22,589.49,585.34,588.15,"37,084,078"
2024-11-19,584.71,591.05,584.03,590.3,"49,412,047"
2024-11-20,590.38,590.79,584.63,590.5,"50,032,578"
2024-11-21,593.4,595.12,587.45,593.67,"46,750,289"
2024-11-22,593.66,596.15,593.15,595.51,"38,226,391"
2024-11-25,599.52,600.86,595.2,597.53,"42,441,391"
2024-11-26,598.8,601.33,598.07,600.65,"45,621,289"
2024-11-27,600.46,600.85,597.28,598.83,"34,000,160"
2024-11-29,599.66,603.35,599.38,602.55,"30,177,350"
2024-12-02,602.97,604.32,602.47,603.63,"31,745,990"
2024-12-03,603.39,604.16,602.34,603.91,"26,906,631"
2024-12-04,605.63,607.91,604.95,607.66,"42,787,559"
2024-12-05,607.66,608.48,606.31,606.66,"28,762,180"
2024-12-06,607.44,609.07,607.02,607.81,"31,241,551"
2024-12-09,607.69,607.86,604.08,604.68,"34,742,738"
2024-12-10,605.37,605.8,602.13,602.8,"37,234,520"
2024-12-11,605.78,608.44,605.5,607.46,"28,677,721"
2024-12-12,606.58,607.16,604.33,604.33,"31,543,811"
2024-12-13,606.4,607.13,602.81,604.21,"35,904,727"
2024-12-16,606.0,607.78,605.21,606.79,"43,695,180"
2024-12-17,604.19,605.17,602.89,604.29,"55,773,551"
2024-12-18,603.98,606.41,585.89,586.28,"108,248,703"
2024-12-19,591.36,593.0,585.85,586.1,"85,919,445"
2024-12-20,581.77,595.75,580.91,591.15,"125,716,703"
2024-12-23,590.89,595.3,587.66,594.69,"57,635,832"
2024-12-24,596.06,601.34,595.47,601.3,"33,160,102"
2024-12-26,599.5,602.48,598.08,601.34,"41,338,887"
2024-12-27,597.54,597.78,590.76,595.01,"64,969,312"
2024-12-30,587.89,591.74,584.41,588.22,"56,578,762"
2024-12-31,589.91,590.64,584.42,586.08,"57,052,648"
2025-01-02,589.39,591.13,580.5,584.64,"50,203,980"
2025-01-03,587.53,592.6,586.43,591.95,"37,888,461"
2025-01-06,596.27,599.7,593.6,595.36,"47,679,441"
2025-01-07,597.42,597.75,586.78,588.63,"60,393,047"
2025-01-08,588.7,590.58,585.2,589.49,"47,304,672"
2025-01-10,585.88,585.95,578.55,580.49,"73,105,047"
2025-01-13,575.77,581.75,575.35,581.39,"47,910,059"
2025-01-14,584.36,585.0,578.35,582.19,"48,420,578"
2025-01-15,590.33,593.94,589.2,592.78,"56,900,160"
2025-01-16,594.18,594.35,590.93,591.64,"43,319,660"
2025-01-17,596.96,599.36,595.61,597.58,"58,070,633"
2025-01-21,600.67,603.06,598.67,603.05,"42,532,848"
2025-01-22,605.92,607.82,605.36,606.44,"48,195,969"
2025-01-23,605.8,609.75,605.52,609.75,"41,152,102"
2025-01-24,609.81,610.78,606.8,607.97,"34,604,688"
2025-01-27,594.81,599.69,594.64,599.37,"70,361,125"
2025-01-28,600.62,605.37,597.25,604.52,"44,433,320"
2025-01-29,603.72,604.13,599.22,601.81,"37,177,434"
2025-01-30,603.96,606.6,600.72,605.04,"39,281,262"
2025-01-31,607.5,609.96,601.05,601.82,"66,671,469"
2025-02-03,592.67,600.29,590.49,597.77,"65,857,250"
2025-02-04,597.83,602.3,597.28,601.78,"33,457,820"
2025-02-05,600.64,604.37,598.58,604.22,"30,653,150"
2025-02-06,605.99,606.45,602.63,606.32,"35,771,500"
2025-02-07,606.89,608.13,600.05,600.77,"50,788,520"
2025-02-10,604.03,605.5,602.74,604.85,"26,048,711"
2025-02-11,602.55,605.86,602.43,605.31,"30,056,740"
2025-02-12,599.2,604.55,598.51,603.36,"45,076,078"
2025-02-13,604.48,609.94,603.2,609.73,"40,921,301"
2025-02-14,609.94,610.99,609.07,609.7,"26,910,449"
2025-02-18,610.88,611.49,608.38,611.49,"26,749,029"
2025-02-19,610.08,613.23,609.56,612.93,"31,011,070"
2025-02-20,611.54,611.68,607.02,610.38,"36,554,000"
2025-02-21,610.16,610.3,599.47,599.94,"76,519,820"
2025-02-24,602.02,603.03,596.49,597.21,"50,737,207"
2025-02-25,597.15,597.89,589.56,594.24,"58,266,473"
2025-02-26,595.93,599.58,591.86,594.54,"43,321,578"
2025-02-27,596.85,598.02,584.65,585.05,"74,196,656"
2025-02-28,585.56,594.72,582.44,594.18,"88,744,109"
2025-03-03,596.18,597.34,579.9,583.77,"74,249,203"
2025-03-04,579.71,585.39,572.25,576.86,"109,648,203"
2025-03-05,576.69,584.88,573.08,583.06,"71,230,531"
2025-03-06,575.48,580.17,570.12,572.71,"80,094,875"
2025-03-07,570.9,577.39,565.63,575.92,"81,158,812"
2025-03-10,567.59,569.54,555.59,560.58,"99,326,625"
2025-03-11,559.4,564.02,552.02,555.92,"88,102,109"
2025-03-12,562.17,563.11,553.69,558.87,"69,588,172"
2025-03-13,558.49,559.11,549.68,551.42,"74,079,406"
2025-03-14,556.11,563.83,551.49,562.81,"62,660,320"
2025-03-17,562.79,569.71,562.35,567.15,"49,008,711"
2025-03-18,564.8,565.02,559.06,561.02,"66,041,422"
2025-03-19,562.83,570.95,561.63,567.13,"66,555,992"
2025-03-20,563.33,570.57,562.6,565.49,"62,958,199"
2025-03-21,559.28,564.89,558.03,563.98,"83,762,961"
2025-03-24,570.8,575.15,570.2,574.08,"58,766,801"
2025-03-25,575.3,576.41,573.69,575.46,"38,355,738"
2025-03-26,575.19,576.33,567.19,568.59,"52,228,898"
2025-03-27,567.18,570.9,564.94,567.08,"42,164,246"
2025-03-28,565.53,566.27,555.07,555.66,"71,662,648"
2025-03-31,549.83,560.71,546.87,559.39,"95,328,211"
2025-04-01,557.45,562.94,553.68,560.97,"54,609,641"
2025-04-02,555.05,567.42,554.81,564.52,"76,014,547"
2025-04-03,545.11,547.97,536.7,536.7,"125,986,000"
2025-04-04,523.67,525.87,505.06,505.28,"217,965,109"
2025-04-07,489.19,523.17,481.8,504.38,"256,611,391"
2025-04-08,521.86,524.98,489.16,496.48,"165,816,609"
2025-04-09,493.44,548.62,493.05,548.62,"241,867,297"
2025-04-10,532.17,533.5,509.32,524.58,"162,331,203"
2025-04-11,523.01,536.43,520.07,533.94,"97,866,328"
2025-04-14,544.05,544.28,533.86,539.12,"68,033,992"
2025-04-15,539.68,543.23,536.81,537.61,"56,892,871"
2025-04-16,531.68,537.89,520.29,525.66,"83,484,805"
2025-04-17,527.64,531.17,523.91,526.41,"79,868,078"
2025-04-21,521.16,521.7,508.46,513.88,"69,368,125"
2025-04-22,520.14,529.31,519.19,527.25,"75,948,117"
2025-04-23,540.43,545.43,533.88,535.42,"90,590,656"
2025-04-24,536.72,547.43,535.45,546.69,"64,150,422"
2025-04-25,546.65,551.05,543.69,550.64,"61,119,594"
2025-04-28,551.39,553.55,545.02,550.85,"47,613,762"
2025-04-29,548.91,555.45,548.55,554.32,"47,775,121"
2025-04-30,547.57,556.52,541.52,554.54,"93,101,453"
2025-05-01,560.37,564.07,557.86,558.47,"63,186,152"
2025-05-02,564.73,568.38,562.38,566.76,"60,717,273"
2025-05-05,562.57,566.65,561.7,563.51,"38,659,219"
2025-05-06,557.93,563.35,556.96,558.8,"48,264,711"
2025-05-07,560.15,563.82,556.04,561.15,"55,733,230"
2025-05-08,565.24,570.31,561.7,565.06,"65,130,793"
2025-05-09,566.48,567.5,562.76,564.34,"37,603,434"
2025-05-12,581.47,583.0,577.04,582.99,"78,993,570"
2025-05-13,583.41,589.08,582.84,586.84,"67,947,234"
2025-05-14,587.81,588.98,585.54,587.59,"66,283,531"
2025-05-15,585.56,590.97,585.1,590.46,"71,268,148"
2025-05-16,591.25,594.5,589.28,594.2,"76,052,094"
2025-05-19,588.1,595.54,588.1,594.85,"68,168,516"
2025-05-20,593.09,594.05,589.6,592.85,"60,614,488"
2025-05-21,588.44,592.58,581.82,582.86,"95,197,664"
2025-05-22,582.66,586.62,581.41,583.09,"70,860,414"
2025-05-23,575.98,581.81,575.6,579.11,"76,029,047"
2025-05-27,586.07,591.31,578.43,591.15,"72,588,477"
2025-05-28,591.56,592.77,586.99,587.73,"68,445,516"
2025-05-29,593.06,593.2,586.07,590.05,"70,073,758"
2025-05-30,588.93,591.13,583.24,589.39,"90,601,242"
2025-06-02,587.76,592.79,585.06,592.71,"61,630,500"
2025-06-03,592.34,597.08,591.85,596.09,"63,606,199"
2025-06-04,596.96,597.95,595.49,595.93,"57,314,199"
2025-06-05,597.63,599.0,591.05,593.05,"92,436,398"
2025-06-06,598.66,600.83,596.86,599.14,"66,588,742"
2025-06-09,599.72,601.25,598.49,599.68,"53,016,422"
